Census,School Name,Category,Year Level,Students
06 August 2021,Wanniassa School,Gov,Year 5,28
19 February 2021,Wanniassa School,Gov,Year 5,27
07 August 2020,Wanniassa School,Gov,Year 5,34
19 February 2020,Wanniassa School,Gov,Year 5,33
02 August 2019,Wanniassa School,Gov,Year 5,31
20 February 2019,Wanniassa School,Gov,Year 5,30
03 August 2018,Wanniassa School,Gov,Year 5,31
21 February 2018,Wanniassa School,Gov,Year 5,33
04 August 2017,Wanniassa School,Gov,Year 5,30
15 February 2017,Wanniassa School,Gov,Year 5,32
05 August 2016,Wanniassa School,Gov,Year 5,32
17 February 2016,Wanniassa School,Gov,Year 5,30
07 August 2015,Wanniassa School,Gov,Year 5,32
18 February 2015,Wanniassa School,Gov,Year 5,35
01 August 2014,Wanniassa School,Gov,Year 5,26
19 February 2014,Wanniassa School,Gov,Year 5,25
01 August 2013,Wanniassa School,Gov,Year 5,32
01 February 2013,Wanniassa School,Gov,Year 5,33
01 August 2012,Wanniassa School,Gov,Year 5,28
01 February 2012,Wanniassa School,Gov,Year 5,27
01 August 2011,Wanniassa School,Gov,Year 5,37
01 February 2011,Wanniassa School,Gov,Year 5,35
01 August 2010,Wanniassa School,Gov,Year 5,37
01 February 2010,Wanniassa School,Gov,Year 5,34
01 August 2009,Wanniassa School,Gov,Year 5,30
01 February 2009,Wanniassa School,Gov,Year 5,29
10 February 2023,Wanniassa School,Gov,Year 6,37
05 August 2022,Wanniassa School,Gov,year 6,25
18 February 2022,Wanniassa School,Gov,year 6,24
06 August 2021,Wanniassa School,Gov,Year 6,34
19 February 2021,Wanniassa School,Gov,year 6,33
07 August 2020,Wanniassa School,Gov,year 6,35
19 February 2020,Wanniassa School,Gov,year 6,35
02 August 2019,Wanniassa School,Gov,Year 6,33
20 February 2019,Wanniassa School,Gov,Year 6,34
03 August 2018,Wanniassa School,Gov,Year 6,34
21 February 2018,Wanniassa School,Gov,Year 6,33
04 August 2017,Wanniassa School,Gov,Year 6,31
15 February 2017,Wanniassa School,Gov,Year 6,32
05 August 2016,Wanniassa School,Gov,Year 6,32
17 February 2016,Wanniassa School,Gov,Year 6,30
07 August 2015,Wanniassa School,Gov,Year 6,27
18 February 2015,Wanniassa School,Gov,Year 6,27
01 August 2014,Wanniassa School,Gov,Year 6,36
19 February 2014,Wanniassa School,Gov,Year 6,33
01 August 2013,Wanniassa School,Gov,Year 6,27
01 February 2013,Wanniassa School,Gov,Year 6,26
01 August 2012,Wanniassa School,Gov,Year 6,41
01 February 2012,Wanniassa School,Gov,Year 6,40
01 August 2011,Wanniassa School,Gov,Year 6,38
01 February 2011,Wanniassa School,Gov,Year 6,35
01 August 2010,Wanniassa School,Gov,Year 6,37
01 February 2010,Wanniassa School,Gov,Year 6,31
01 August 2009,Wanniassa School,Gov,Year 6,36
01 February 2009,Wanniassa School,Gov,Year 6,36
10 February 2023,Wanniassa School,Gov,Year 7,88
05 August 2022,Wanniassa School,Gov,Year 7,78
18 February 2022,Wanniassa School,Gov,Year 7,77
06 August 2021,Wanniassa School,Gov,Year 7,79
19 February 2021,Wanniassa School,Gov,Year 7,80
07 August 2020,Wanniassa School,Gov,Year 7,51
19 February 2020,Wanniassa School,Gov,Year 7,53
02 August 2019,Wanniassa School,Gov,Year 7,62
20 February 2019,Wanniassa School,Gov,Year 7,61
03 August 2018,Wanniassa School,Gov,Year 7,51
21 February 2018,Wanniassa School,Gov,Year 7,46
04 August 2017,Wanniassa School,Gov,Year 7,38
15 February 2017,Wanniassa School,Gov,Year 7,43
05 August 2016,Wanniassa School,Gov,Year 7,58
17 February 2016,Wanniassa School,Gov,Year 7,57
07 August 2015,Wanniassa School,Gov,Year 7,55
18 February 2015,Wanniassa School,Gov,Year 7,55
01 August 2014,Wanniassa School,Gov,Year 7,45
19 February 2014,Wanniassa School,Gov,Year 7,47
01 August 2013,Wanniassa School,Gov,Year 7,54
01 February 2013,Wanniassa School,Gov,Year 7,50
01 August 2012,Wanniassa School,Gov,Year 7,53
01 February 2012,Wanniassa School,Gov,Year 7,48
01 August 2011,Wanniassa School,Gov,Year 7,51
01 February 2011,Wanniassa School,Gov,Year 7,49
01 August 2010,Wanniassa School,Gov,Year 7,62
01 February 2010,Wanniassa School,Gov,Year 7,59
01 August 2009,Wanniassa School,Gov,Year 7,80
01 February 2009,Wanniassa School,Gov,Year 7,84
10 February 2023,Wanniassa School,Gov,Year 8,74
05 August 2022,Wanniassa School,Gov,Year 8,81
18 February 2022,Wanniassa School,Gov,Year 8,78
06 August 2021,Wanniassa School,Gov,Year 8,58
19 February 2021,Wanniassa School,Gov,Year 8,59
07 August 2020,Wanniassa School,Gov,Year 8,67
19 February 2020,Wanniassa School,Gov,Year 8,64
02 August 2019,Wanniassa School,Gov,Year 8,54
20 February 2019,Wanniassa School,Gov,Year 8,55
03 August 2018,Wanniassa School,Gov,Year 8,32
21 February 2018,Wanniassa School,Gov,Year 8,35
04 August 2017,Wanniassa School,Gov,Year 8,47
15 February 2017,Wanniassa School,Gov,Year 8,52
05 August 2016,Wanniassa School,Gov,Year 8,51
17 February 2016,Wanniassa School,Gov,Year 8,52
07 August 2015,Wanniassa School,Gov,Year 8,36
18 February 2015,Wanniassa School,Gov,Year 8,39
01 August 2014,Wanniassa School,Gov,Year 8,62
19 February 2014,Wanniassa School,Gov,Year 8,56
01 August 2013,Wanniassa School,Gov,Year 8,49
01 February 2013,Wanniassa School,Gov,Year 8,48
01 August 2012,Wanniassa School,Gov,Year 8,51
01 February 2012,Wanniassa School,Gov,Year 8,49
01 August 2011,Wanniassa School,Gov,Year 8,61
01 February 2011,Wanniassa School,Gov,Year 8,60
01 August 2010,Wanniassa School,Gov,Year 8,78
01 February 2010,Wanniassa School,Gov,Year 8,79
01 August 2009,Wanniassa School,Gov,Year 8,83
01 February 2009,Wanniassa School,Gov,Year 8,82
10 February 2023,Wanniassa School,Gov,Year 9,78
05 August 2022,Wanniassa School,Gov,year 9,60
18 February 2022,Wanniassa School,Gov,year 9,56
06 August 2021,Wanniassa School,Gov,Year 9,72
19 February 2021,Wanniassa School,Gov,year 9,72
07 August 2020,Wanniassa School,Gov,year 9,52
19 February 2020,Wanniassa School,Gov,year 9,52
02 August 2019,Wanniassa School,Gov,Year 9,39
20 February 2019,Wanniassa School,Gov,Year 9,35
03 August 2018,Wanniassa School,Gov,Year 9,62
21 February 2018,Wanniassa School,Gov,Year 9,57
04 August 2017,Wanniassa School,Gov,Year 9,55
15 February 2017,Wanniassa School,Gov,Year 9,56
05 August 2016,Wanniassa School,Gov,Year 9,30
17 February 2016,Wanniassa School,Gov,Year 9,28
07 August 2015,Wanniassa School,Gov,Year 9,62
18 February 2015,Wanniassa School,Gov,Year 9,63
01 August 2014,Wanniassa School,Gov,Year 9,53
19 February 2014,Wanniassa School,Gov,Year 9,52
01 August 2013,Wanniassa School,Gov,Year 9,51
01 February 2013,Wanniassa School,Gov,Year 9,48
01 August 2012,Wanniassa School,Gov,Year 9,70
01 February 2012,Wanniassa School,Gov,Year 9,65
01 August 2011,Wanniassa School,Gov,Year 9,74
01 February 2011,Wanniassa School,Gov,Year 9,78
01 August 2010,Wanniassa School,Gov,Year 9,85
01 February 2010,Wanniassa School,Gov,Year 9,87
01 August 2009,Wanniassa School,Gov,Year 9,94
01 February 2009,Wanniassa School,Gov,Year 9,93
10 February 2023,Weetangera Primary School,Gov,Kindergarten,60
05 August 2022,Weetangera Primary School,Gov,Kindergarten,59
18 February 2022,Weetangera Primary School,Gov,Kindergarten,61
06 August 2021,Weetangera Primary School,Gov,Kindergarten,68
19 February 2021,Weetangera Primary School,Gov,Kindergarten,69
07 August 2020,Weetangera Primary School,Gov,Kindergarten,67
19 February 2020,Weetangera Primary School,Gov,Kindergarten,68
02 August 2019,Weetangera Primary School,Gov,Kindergarten,61
20 February 2019,Weetangera Primary School,Gov,Kindergarten,59
03 August 2018,Weetangera Primary School,Gov,Kindergarten,62
21 February 2018,Weetangera Primary School,Gov,Kindergarten,60
04 August 2017,Weetangera Primary School,Gov,Kindergarten,52
15 February 2017,Weetangera Primary School,Gov,Kindergarten,51
05 August 2016,Weetangera Primary School,Gov,Kindergarten,48
17 February 2016,Weetangera Primary School,Gov,Kindergarten,51
07 August 2015,Weetangera Primary School,Gov,Kindergarten,40
18 February 2015,Weetangera Primary School,Gov,Kindergarten,41
01 August 2014,Weetangera Primary School,Gov,Kindergarten,46
19 February 2014,Weetangera Primary School,Gov,Kindergarten,46
01 August 2013,Weetangera Primary School,Gov,Kindergarten,61
01 February 2013,Weetangera Primary School,Gov,Kindergarten,61
01 August 2012,Weetangera Primary School,Gov,Kindergarten,60
01 February 2012,Weetangera Primary School,Gov,Kindergarten,58
01 August 2011,Weetangera Primary School,Gov,Kindergarten,59
01 February 2011,Weetangera Primary School,Gov,Kindergarten,57
01 August 2010,Weetangera Primary School,Gov,Kindergarten,52
01 February 2010,Weetangera Primary School,Gov,Kindergarten,53
01 August 2009,Weetangera Primary School,Gov,Kindergarten,59
01 February 2009,Weetangera Primary School,Gov,Kindergarten,59
10 February 2023,Weetangera Primary School,Gov,Preschool,31
05 August 2022,Weetangera Primary School,Gov,Preschool,65
18 February 2022,Weetangera Primary School,Gov,Preschool,64
06 August 2021,Weetangera Primary School,Gov,Preschool,65
19 February 2021,Weetangera Primary School,Gov,Preschool,64
07 August 2020,Weetangera Primary School,Gov,Preschool,59
19 February 2020,Weetangera Primary School,Gov,Preschool,60
02 August 2019,Weetangera Primary School,Gov,Preschool,63
20 February 2019,Weetangera Primary School,Gov,Preschool,61
03 August 2018,Weetangera Primary School,Gov,Preschool,65
21 February 2018,Weetangera Primary School,Gov,Preschool,65
04 August 2017,Weetangera Primary School,Gov,Preschool,58
15 February 2017,Weetangera Primary School,Gov,Preschool,51
05 August 2016,Weetangera Primary School,Gov,Preschool,59
17 February 2016,Weetangera Primary School,Gov,Preschool,56
07 August 2015,Weetangera Primary School,Gov,Preschool,46
18 February 2015,Weetangera Primary School,Gov,Preschool,44
01 August 2014,Weetangera Primary School,Gov,Preschool,61
19 February 2014,Weetangera Primary School,Gov,Preschool,54
01 August 2013,Weetangera Primary School,Gov,Preschool,58
01 February 2013,Weetangera Primary School,Gov,Preschool,57
01 August 2012,Weetangera Primary School,Gov,Preschool,64
01 February 2012,Weetangera Primary School,Gov,Preschool,64
01 August 2011,Weetangera Primary School,Gov,Preschool,65
01 February 2011,Weetangera Primary School,Gov,Preschool,64
01 August 2010,Weetangera Primary School,Gov,Preschool,65
01 February 2010,Weetangera Primary School,Gov,Preschool,63
01 August 2009,Weetangera Primary School,Gov,Preschool,62
01 February 2009,Weetangera Primary School,Gov,Preschool,61
10 February 2023,Weetangera Primary School,Gov,Year 1,57
05 August 2022,Weetangera Primary School,Gov,Year 1,69
18 February 2022,Weetangera Primary School,Gov,Year 1,68
06 August 2021,Weetangera Primary School,Gov,Year 1,73
19 February 2021,Weetangera Primary School,Gov,Year 1,71
07 August 2020,Weetangera Primary School,Gov,Year 1,64
19 February 2020,Weetangera Primary School,Gov,Year 1,63
02 August 2019,Weetangera Primary School,Gov,Year 1,65
20 February 2019,Weetangera Primary School,Gov,Year 1,64
03 August 2018,Weetangera Primary School,Gov,Year 1,57
21 February 2018,Weetangera Primary School,Gov,Year 1,54
04 August 2017,Weetangera Primary School,Gov,Year 1,61
15 February 2017,Weetangera Primary School,Gov,Year 1,58
05 August 2016,Weetangera Primary School,Gov,Year 1,47
17 February 2016,Weetangera Primary School,Gov,Year 1,47
07 August 2015,Weetangera Primary School,Gov,Year 1,49
18 February 2015,Weetangera Primary School,Gov,Year 1,49
01 August 2014,Weetangera Primary School,Gov,Year 1,57
19 February 2014,Weetangera Primary School,Gov,Year 1,58
01 August 2013,Weetangera Primary School,Gov,Year 1,56
01 February 2013,Weetangera Primary School,Gov,Year 1,57
01 August 2012,Weetangera Primary School,Gov,Year 1,58
01 February 2012,Weetangera Primary School,Gov,Year 1,55
01 August 2011,Weetangera Primary School,Gov,Year 1,51
01 February 2011,Weetangera Primary School,Gov,Year 1,50
01 August 2010,Weetangera Primary School,Gov,Year 1,62
01 February 2010,Weetangera Primary School,Gov,Year 1,62
01 August 2009,Weetangera Primary School,Gov,Year 1,49
01 February 2009,Weetangera Primary School,Gov,Year 1,49
10 February 2023,Weetangera Primary School,Gov,Year 2,67
05 August 2022,Weetangera Primary School,Gov,Year 2,62
18 February 2022,Weetangera Primary School,Gov,Year 2,66
06 August 2021,Weetangera Primary School,Gov,Year 2,65
19 February 2021,Weetangera Primary School,Gov,Year 2,65
07 August 2020,Weetangera Primary School,Gov,Year 2,72
19 February 2020,Weetangera Primary School,Gov,Year 2,72
02 August 2019,Weetangera Primary School,Gov,Year 2,60
20 February 2019,Weetangera Primary School,Gov,Year 2,59
03 August 2018,Weetangera Primary School,Gov,Year 2,66
21 February 2018,Weetangera Primary School,Gov,Year 2,66
04 August 2017,Weetangera Primary School,Gov,Year 2,45
15 February 2017,Weetangera Primary School,Gov,Year 2,45
05 August 2016,Weetangera Primary School,Gov,Year 2,57
17 February 2016,Weetangera Primary School,Gov,Year 2,54
07 August 2015,Weetangera Primary School,Gov,Year 2,57
18 February 2015,Weetangera Primary School,Gov,Year 2,58
01 August 2014,Weetangera Primary School,Gov,Year 2,58
19 February 2014,Weetangera Primary School,Gov,Year 2,57
01 August 2013,Weetangera Primary School,Gov,Year 2,67
01 February 2013,Weetangera Primary School,Gov,Year 2,64
01 August 2012,Weetangera Primary School,Gov,Year 2,54
01 February 2012,Weetangera Primary School,Gov,Year 2,54
01 August 2011,Weetangera Primary School,Gov,Year 2,65
01 February 2011,Weetangera Primary School,Gov,Year 2,62
01 August 2010,Weetangera Primary School,Gov,Year 2,46
01 February 2010,Weetangera Primary School,Gov,Year 2,46
01 August 2009,Weetangera Primary School,Gov,Year 2,47
01 February 2009,Weetangera Primary School,Gov,Year 2,47
10 February 2023,Weetangera Primary School,Gov,Year 3,67
05 August 2022,Weetangera Primary School,Gov,Year 3,67
18 February 2022,Weetangera Primary School,Gov,Year 3,69
06 August 2021,Weetangera Primary School,Gov,Year 3,79
19 February 2021,Weetangera Primary School,Gov,Year 3,81
07 August 2020,Weetangera Primary School,Gov,Year 3,76
19 February 2020,Weetangera Primary School,Gov,Year 3,75
02 August 2019,Weetangera Primary School,Gov,Year 3,67
20 February 2019,Weetangera Primary School,Gov,Year 3,68
03 August 2018,Weetangera Primary School,Gov,Year 3,51
21 February 2018,Weetangera Primary School,Gov,Year 3,52
04 August 2017,Weetangera Primary School,Gov,Year 3,63
15 February 2017,Weetangera Primary School,Gov,Year 3,63
05 August 2016,Weetangera Primary School,Gov,Year 3,60
17 February 2016,Weetangera Primary School,Gov,Year 3,62
07 August 2015,Weetangera Primary School,Gov,Year 3,61
18 February 2015,Weetangera Primary School,Gov,Year 3,65
01 August 2014,Weetangera Primary School,Gov,Year 3,61
19 February 2014,Weetangera Primary School,Gov,Year 3,61
01 August 2013,Weetangera Primary School,Gov,Year 3,53
01 February 2013,Weetangera Primary School,Gov,Year 3,55
01 August 2012,Weetangera Primary School,Gov,Year 3,62
01 February 2012,Weetangera Primary School,Gov,Year 3,60
01 August 2011,Weetangera Primary School,Gov,Year 3,45
01 February 2011,Weetangera Primary School,Gov,Year 3,46
01 August 2010,Weetangera Primary School,Gov,Year 3,48
01 February 2010,Weetangera Primary School,Gov,Year 3,51
01 August 2009,Weetangera Primary School,Gov,Year 3,47
01 February 2009,Weetangera Primary School,Gov,Year 3,48
10 February 2023,Weetangera Primary School,Gov,Year 4,63
05 August 2022,Weetangera Primary School,Gov,Year 4,71
18 February 2022,Weetangera Primary School,Gov,Year 4,72
06 August 2021,Weetangera Primary School,Gov,Year 4,74
19 February 2021,Weetangera Primary School,Gov,Year 4,75
07 August 2020,Weetangera Primary School,Gov,Year 4,74
19 February 2020,Weetangera Primary School,Gov,Year 4,71
02 August 2019,Weetangera Primary School,Gov,Year 4,51
20 February 2019,Weetangera Primary School,Gov,Year 4,49
03 August 2018,Weetangera Primary School,Gov,Year 4,68
21 February 2018,Weetangera Primary School,Gov,Year 4,67
04 August 2017,Weetangera Primary School,Gov,Year 4,60
15 February 2017,Weetangera Primary School,Gov,Year 4,59
05 August 2016,Weetangera Primary School,Gov,Year 4,63
17 February 2016,Weetangera Primary School,Gov,Year 4,63
07 August 2015,Weetangera Primary School,Gov,Year 4,63
18 February 2015,Weetangera Primary School,Gov,Year 4,64
01 August 2014,Weetangera Primary School,Gov,Year 4,45
19 February 2014,Weetangera Primary School,Gov,Year 4,46
01 August 2013,Weetangera Primary School,Gov,Year 4,69
01 February 2013,Weetangera Primary School,Gov,Year 4,67
01 August 2012,Weetangera Primary School,Gov,Year 4,43
01 February 2012,Weetangera Primary School,Gov,Year 4,42
01 August 2011,Weetangera Primary School,Gov,Year 4,44
01 February 2011,Weetangera Primary School,Gov,Year 4,45
01 August 2010,Weetangera Primary School,Gov,Year 4,45
01 February 2010,Weetangera Primary School,Gov,Year 4,45
01 August 2009,Weetangera Primary School,Gov,Year 4,46
01 February 2009,Weetangera Primary School,Gov,Year 4,45
10 February 2023,Weetangera Primary School,Gov,Year 5,70
05 August 2022,Weetangera Primary School,Gov,Year 5,66
18 February 2022,Weetangera Primary School,Gov,Year 5,70
06 August 2021,Weetangera Primary School,Gov,Year 5,71
19 February 2021,Weetangera Primary School,Gov,Year 5,72
07 August 2020,Weetangera Primary School,Gov,Year 5,47
19 February 2020,Weetangera Primary School,Gov,Year 5,49
02 August 2019,Weetangera Primary School,Gov,Year 5,66
20 February 2019,Weetangera Primary School,Gov,Year 5,68
03 August 2018,Weetangera Primary School,Gov,Year 5,63
21 February 2018,Weetangera Primary School,Gov,Year 5,61
04 August 2017,Weetangera Primary School,Gov,Year 5,68
15 February 2017,Weetangera Primary School,Gov,Year 5,66
05 August 2016,Weetangera Primary School,Gov,Year 5,60
17 February 2016,Weetangera Primary School,Gov,Year 5,63
07 August 2015,Weetangera Primary School,Gov,Year 5,49
18 February 2015,Weetangera Primary School,Gov,Year 5,49
01 August 2014,Weetangera Primary School,Gov,Year 5,63
19 February 2014,Weetangera Primary School,Gov,Year 5,64
01 August 2013,Weetangera Primary School,Gov,Year 5,48
01 February 2013,Weetangera Primary School,Gov,Year 5,46
01 August 2012,Weetangera Primary School,Gov,Year 5,45
01 February 2012,Weetangera Primary School,Gov,Year 5,44
01 August 2011,Weetangera Primary School,Gov,Year 5,43
01 February 2011,Weetangera Primary School,Gov,Year 5,42
01 August 2010,Weetangera Primary School,Gov,Year 5,44
01 February 2010,Weetangera Primary School,Gov,Year 5,46
01 August 2009,Weetangera Primary School,Gov,Year 5,54
01 February 2009,Weetangera Primary School,Gov,Year 5,56
10 February 2023,Weetangera Primary School,Gov,Year 6,64
05 August 2022,Weetangera Primary School,Gov,year 6,67
18 February 2022,Weetangera Primary School,Gov,year 6,69
